tweet_id,agreement,num_labels,label,tweet_id.1,user_name,user_id,in_reply_to,retweet,friends,followers,status,verified,tweet,protected
563495294441381892,1.0,3,1,5.66e+17,rexparker,14230012.0,None,1,10301,272,99195,0,Issues that don't have two valid sides: vaccines  spanking children      ,0
491392227709825024,0.6666666666666666,3,-1,5.73e+17,kylerrobbins,50102757.0,indystar,0,4943,574,35519,0,"VACCINATE YOUR KIDS PLZ  THX. “@indystar: A case of whooping cough has been reported at Carmel High School. http://t.co/5iN0s9prM0""      ",0
562346512114405376,1.0,3,-1,3.19e+17,hosscatx,483041702.0,Mbreezy_xo,0,1624,540,56658,0,@lilmisspiggiee ill text you a picture. Cause everything I look up looks the same to me; measles  chicken pox      ,0
585833716569636866,1.0,3,-1,4.93e+17,IndianapolisCP,62169540.0,None,0,1935,5,332950,0,Measles case reported in Central Indiana: State health officials confirmed a case of measles in Central Indiana... http://t.co/OCvhkSszFG       ,0
80030838531686401,0.6666666666666666,3,1,3.85e+17,plee_mcc,151181452.0,None,1,163,404,2572,0,#YouShouldKnow that childhood vaccinations cause old age.       ,0
428133460256231424,1.0,3,-1,5.41e+17,AniRayne33,19012787.0,None,0,716,625,143528,0,Hey @BlueJacketsNHL  make sure the boys have their MMR boosters!      ,0
575709572477792257,1.0,3,-1,7.21e+17,autismepi,2284071775.0,None,0,2502,4970,48389,0,De Niro+ saw kids slip into autism after vaccines. Studies find no link. Why? Tylenol for bad reaction? Studies find pregnancy use ups risk       ,0
289540087706943488,1.0,3,1,5.66e+17,bakushori,16555493.0,kender1,0,440,420,24665,0,@kender1 @therealjjboogie Same guy who did’ vaccinate his kids and now has the measles cuz science lies man.       ,0
555508004468969472,1.0,3,1,7.15e+17,PairsonnalitesE,186478529.0,None,0,1943,866,967737,0,AIDS N : Preventive Treatment Like Truvada Won't Stop HIV. Only a Vaccine Can: Last month  the global public health… https://t.co/ykp0GsVkWl      ,0
573302340838670336,0.6666666666666666,3,1,4.5e+17,PrystupaJoe,2321095506.0,None,0,30,122,731,0,@francosoup @MsAtheistPants @JennyMcCarthy You have your research  we have ours. #immunity doesn't need mercury. Keep it away from me.  wait room was a fucking joke. Eat shit @Comic_Con #ComicCon2015     ,0
410532131618951168,1.0,3,1,9.02e+16,sweetMARAtini,198598785.0,None,0,154,211,5745,0,RT“@JennyMcCarthy: Human DNA in Vaccines Linked to Autism | Vaccine Dangers http://t.co/4hT4Pbb via @mercola”       ,0
572377295404601344,1.0,3,-1,2.95e+17,5starflyer,281207548.0,theleader69,0,227,148,24380,0,@theleader69 yea that's what I was thinking but you have to get the flu shot when your pregnant to pass the immunity to the baby       ,0
520637151407779840,0.6666666666666666,3,-1,4.34e+17,fransissK0,1074374005.0,None,0,37,147,1515,0,Thousands in SF Bay Area may have been exposed to measles when unvaccinated rode BART http://t.co/Rs6docf1uv” @Steph_Mancia       ,0
723543938292817920,1.0,3,0,5.64e+17,cgrimey423,16368125.0,None,0,7488,1175,14263,0,Vaccines and disease       ,0
522952712288481280,1.0,3,1,5.57e+17,PairsonnalitesE,186478529.0,None,0,1943,866,967716,0,AM-News : Court nullifies ban on Abalaka's HIV vaccine: HIV/AIDS is also related to Ebola as it is equally a death… http://t.co/E665Jagkfj       ,0
76757707289411584,0.3333333333333333,3,-1,6.66e+17,NewYorkCP,53932318.0,None,0,5571,53,398646,0,"Parent who refused to have their children vaccinated: ""My kids  my choice…"" https://t.co/Fciohvhmpj      ",0
679073247057571841,1.0,3,1,2e+17,MattyFanatic,25033858.0,None,0,6734,3638,9178,0,Austerity is not a Vaccine to Crisis... It is a Parasite with Pandemic Potential! It Drains Life  Killing Slowly! #OccupyDC      ,0
684190039677493248,1.0,3,0,5.84e+17,solidtenpin,1046589140.0,Ridindirtydavis,0,65,243,4214,0,@Ridindirtydavis Crooks  if u don't spend any money there u leave with the measles      ,0
481160829304176641,0.6666666666666666,3,-1,7.64e+17,Houston_CP,55823412.0,None,0,3468,27,258015,0,Get your child's back-to-school immunizations for free abc13 https://t.co/JiJN9tOwbY       ,0
282250713415942145,0.6666666666666666,3,0,5.64e+17,chefbiggcatt,885898370.0,None,0,32,220,142,0,An excellent source of information: http://t.co/QmAwHrUfPN #vaccinations #aintnomeasleshere #autism       ,0
588761893503774720,1.0,3,-1,5.87e+17,MarissaRapier,140268865.0,None,0,531,1103,17126,0,News outlets are calling the mass of tornadoes last night a #tornado #outbreak...like an outbreak of measles  whooping cough and cholera      ,0
520227875472306176,0.6666666666666666,3,1,3.57e+17,apichachc,199844939.0,None,2,1198,2051,6916,0,At risk for Meningitis? Get vaccinated at APICHA Community Health Center. 7/18 btw 5-6. First-come  first-serve      ,0
697242603129950208,1.0,3,0,4.83e+17,KurtRexCooper,81428340.0,NinaTotenberg,0,1392,999,171794,0,And what if your religion conflicts with vaccination requirements or anesthesia for childbirth? @NinaTotenberg @JohnWDean       ,0
423237412890755072,1.0,3,-1,5.86e+17,UrieBay,19141948.0,CaliGal_Jen,0,2316,4906,148072,0,@CaliGal_Jen It's not about parental choice. It's about decreasing th risk your poor choices place on our community. @DrPanMD #vaccineswork       ,0
331520490655084544,1.0,3,0,3.42e+17,DenverCP,70381121.0,None,0,2782,18,360015,0,Requests For Hepatitis A Vaccine Skyrocket After Outbreak: ARVADA (CBS4/AP) – Colorado health officials say the... http://t.co/u9T4AsJrvB       ,0
562106209939890176,0.6666666666666666,3,0,5.88e+17,firstklassriot,423985506.0,mr94587,0,563,1047,36173,0,@mm3813 that would be the result of lower vaccination rates. It's measles now  but that's not the only threat. Out of sight out of mind.      ,0
550856782902738944,0.6666666666666666,3,-1,5.59e+17,themiketerrell,368400347.0,TXrachel,0,319,1055,5773,0,@TXrachel and I bet she told you all about it. Bet she's not vaccinating her kids either.       ,0
673613551282491392,1.0,3,0,5.63e+17,Chicago_CP,55540658.0,None,0,4695,33,451044,0,Measles: What you need to know after cases reported in Palatine http://t.co/6QdoB82EcE       ,0
436357720523177985,1.0,3,1,3.3e+17,sunflwer1975,76147467.0,TheLadySatan,0,1672,2507,184775,0,@TheLadySatan it targets those strains and others so yes it's a a preventive like MMR tDap and polio @randallr01       ,0
73385342660657153,0.6666666666666666,3,1,5.21e+17,john19071969,34990384.0,lorabruncke,0,1353,3299,69125,0,"“@lorabruncke: @john19071969 Re Horrifying #AUTISM "" vaccines do not cause autism http://t.co/5GrBtqO4UY       ",0
598968715737071616,1.0,3,0,2.1e+17,X_EricAuntie,339852741.0,None,0,1736,3020,92174,0,So this women don't want her child to get vaccines       ,0
466835024969748480,0.6666666666666666,3,1,4.66e+17,tstonephotobug,1462192075.0,None,0,142,486,5581,0,@KCTV5: Clay County infant has confirmed case of measles: Clay County Public Health Center has ... http://t.co/7F1l4qQKqn #immunize       ,0
186845396432199681,1.0,3,1,5.16e+17,heru41,57440158.0,None,0,1141,1334,31333,0,#Vacciness -The truth behind vaccinations- (Watch) http://t.co/jL4NxRQfM0 via @youtube       ,0
57881205063958528,0.3333333333333333,3,-1,6.34e+17,Pairsonnalites,138418838.0,None,0,4116,3795,1735214,0,AIDS N : HIV-Positive Youth May Lack Immunity to MMR Diseases http://t.co/DDJFYBqugx       ,0
561437305211465728,1.0,3,0,5.63e+17,JLSundberg,1689373669.0,None,0,388,436,762,0,I wouldn't want my kids being infected by some frickin' measles petrie dish! #VaccinateYourKids #billnye #TCEA15       ,0
585836290244939776,1.0,3,-1,5.59e+17,KoralMae,22307865.0,None,0,335,45,8045,0,#MeaslesOutbreak : Oh I want to make it really clear  I also blame fake      ,0
235160886430535680,1.0,3,1,5.16e+17,JimMasilak77,15634764.0,gurleygurl,1,224,191,14123,0,@gurleygurl @CMK27 Hopefully Rodgers is telling him to fucking vaccinate his kid.       ,0
565372274124259329,1.0,3,0,5.53e+17,SanAntonioCP,58101529.0,None,0,2952,13,237713,0,Mickey  Minnie and measles for nine Disneyland tourists: Some recent visitors to Disneyland left the fabled theme… http://t.co/kdhKwu8xUh      ,0
486568275782819842,1.0,3,-1,5.7e+17,orionrountree,23837831.0,lauritzen_brian,0,2604,1832,9111,1,Nailed it. “@BrianKUSC: Measles getting more expensive. Disneyland Raises Ticket Prices AGAIN http://t.co/yWdyRsyDQC http://t.co/sHgKs25eud”       ,0
527943738845569024,0.6666666666666666,3,0,5.44e+17,mrazberries,1515387744.0,trutherbot,0,143,504,1971,0,“@trutherbot: Snoop Dogg Speaks Out About Flu #Vaccine: https://t.co/qJP4tGmizB” this is great. Haha       ,0
448450538561355776,0.6666666666666666,3,1,1.89e+17,ImBoom_DANAmite,326587181.0,RaspyRawls,0,610,453,27495,0,@RaspyRawls Children crying. Vaccine. Needle.       ,0
564817853116067840,1.0,3,1,4.92e+17,KendallWeatherm,840808658.0,None,0,192,219,3192,0,Gus is now officially AKC registered and microchipped registered. Now for his annual rabies vaccine today. Love my baby.       ,0
354356661151989761,1.0,3,0,5.23e+17,Seanras,267847980.0,None,0,1790,794,53523,0,No  you do not have to vaccinate you child for them to go to school! @BTLSRadio @25btls      ,0
293725786668675072,1.0,3,0,4.43e+17,BronGoatedx,764468564.0,None,0,1595,178,138803,0,Moöecularity of biomech. failiure represents zhe reason why intellectual defencieis and zhe functionality of disease resists immunization.       ,0
467325714862452737,0.3333333333333333,3,-1,4.36e+17,rikomatic,3721521.0,None,0,1591,361,28873,0,Eating a slice at Arinells in Berkeley. 2 young women talk about how they want kids but won't vaccinate bc of conspiracy bullshit. #fb       ,0
357448519273029634,1.0,3,1,5.62e+17,bronxgalval,2519690555.0,AC360,0,1865,4985,135301,0,@AC360 @drsanjaygupta #vaccineQs How can we get the nonvaxers on board to immunize children? My grandson is 4 and has had NO vaccinations!!!       ,0
442046213576486912,1.0,3,0,5.63e+17,marlot,18112180.0,None,0,75,11,602,0,I'm more vaccinated than children in Marin!       ,0
245528777503936512,1.0,3,1,5.23e+17,andysechler,2769714862.0,None,2,993,2139,2171,0,Vaccine imp  but 6-12mo away at best. Need boots on ground  vaccinate your kids. Don't believe the anti-science. http://t.co/DyOnfo75     ,0
575911506967011329,0.6666666666666666,3,-1,5.87e+17,davequast,18684946.0,None,6,8241,5767,261117,0,Thanks to @DrPanMD for standing up for #science -- and our children. #vaccines https://t.co/1Q3uVxXVIu       ,0
338258844453048320,1.0,3,-1,4.97e+17,ItsLizAb,365798474.0,None,0,4787,5082,7936,0,@Pace_OSA I was told that the first MMR shot that I got is too old and my doctor said that they put all there dates on the form       ,0
549716128134864897,0.6666666666666666,3,1,5.58e+17,Midlife_Living,14730461.0,None,0,7996,7998,19439,0,Measles and Disney just don't mix :(       ,0
215484379017916418,0.6666666666666666,3,1,2.92e+17,Fumehood,420109393.0,None,0,44,149,832,0,http://t.co/J11fMd4y VACCINE TRUTH       ,0
608393688914501633,0.3333333333333333,3,-1,5.12e+17,john19071969,34990384.0,shargreg,0,1353,3299,69125,0,@shargreg @Furiousnurse @solivagant007 @occupycorruptDC http://t.co/BTcowO29HE final nail in the coffin of the claim that mmr causes autism       ,0
374603080316121088,0.6666666666666666,3,1,5.05e+17,SanJoseCP,60208857.0,None,0,2597,10,200689,0,Human Trials of an Ebola Vaccine Launch: The National Institutes of Health and GlaxoSmithKline are launching the... http://t.co/PgGS8sMVCi       ,0
561628631735074817,1.0,3,1,5.21e+17,kerrigwen00,525986527.0,None,0,65,190,4685,0,What This Autism Mom Has To Say About Vaccinations http://t.co/vtHLH9NLns via @HuffPostParents A must-read. #autism #VaccineDebate   reduces the risk of strokes and improves the immunity of our system.     ,0
575338957266903040,1.0,3,0,5.64e+17,dennymui,44306351.0,None,0,349,939,8066,0,Feeling crappy with freezing rain and zombie measles and/or Ebola outside... Netflix weekend option? Yes. Margot Robbie/The Dutchess. Yesss       ,0
567202766964396032,0.3333333333333333,3,-1,4.1e+17,MobitzI,733470792.0,None,0,62,205,443,0,Unvaccinated People Cause Measles to Roar Back in 2013 http://t.co/yjWfqrYADB via @slate       ,0
583667989133860866,1.0,3,0,3.05e+17,ericrb83,1065616100.0,None,0,97,435,254,0,And people wonder why they get sick. CDC: Flu vaccine often doesn’t work http://t.co/HKk4j8J56J via @msnbc       ,0
144229179347578880,0.3333333333333333,3,-1,5.62e+16,LegiScanPA,104713697.0,None,0,515,1,87832,0,SB550 [Update] In child protective services  further providing for definitions      ,0
584154273358942208,0.6666666666666666,3,-1,5.57e+17,Miss__maps,965363570.0,Miss__maps,0,407,719,21183,0,@TristanRBoyd I realize I'm an awful person who hates children yes. But honestly if you vaccinate your kids this won't be an issue!!!!!!!!!!       ,0
506146328275984384,1.0,3,0,5.75e+17,NewYorkCP,53932318.0,None,0,5571,53,398646,0,New Jersey Bill Advances To Change Vaccine Exemption For Students: TRENTON  N.J. (CBSNewYork/AP) – New Jersey might… http://t.co/Cc4LEv7JEy      ,0
565340592876834816,0.6666666666666666,3,0,6.3e+17,SanAntonioCP,58101529.0,None,0,2952,13,237713,0,Children line up for back-to-school immunizations: SAN ANTONIO - The new school year is fast approaching for many… http://t.co/TgYcC41J1U       ,0
185013079115960320,1.0,3,1,5.91e+17,BLifeRiverOaks,2874288628.0,None,0,120,27,11609,0,Another Study Finds No Link Between MMR Vaccine and Autism http://t.co/a9TcTfXviA       ,0
566572764346462208,0.6666666666666666,3,1,4.06e+17,Wimbyta,29533312.0,ZeUgly,0,1019,1042,79304,0,@ZeUgly @Maribelt2011 @Milaia28 #mmr       ,0
228879605090643968,0.6666666666666666,3,1,8.14e+16,enoogs,22645329.0,None,0,828,1055,26593,0,the enemies of science “@brianwood: Measles outbreak in Brooklyn thx to anti-immunization parents. If my kid has measles I will kill you”       ,0
562664495831851009,0.6666666666666666,3,1,4.32e+17,rinkui,149178570.0,None,0,1175,440,270493,0,CDC What Vaccines Do You Need? (interactive quiz) Update http://t.co/VDn2TnzS1J       ,0
564919646122287105,1.0,3,-1,5.75e+17,PhiladelphiaCP,57976284.0,None,0,4433,45,358611,0,Bill Advances To Change New Jersey’s Vaccine Exemption: New Jersey might change a religious exemption that has… http://t.co/vZXFrYxmP9       ,0
558578912595558400,1.0,3,0,5.45e+17,EricAsmus,323444279.0,None,0,351,305,13035,0,Forgot to mention today on @KWSNSports that mumps started in California due 2 people being afraid of vaccines due 2 autism even tho debunked       ,0
562786444457287683,0.3333333333333333,3,-1,3.91e+17,cinnamngrl,17263271.0,None,0,235,600,5996,0,@drClaire: 5 kids died of flu last season in MA. All were under-immunized; . GET YOUR FLU SHOT.       ,0
573246814440198144,0.6666666666666666,3,0,3.7e+17,MichelleRomero,16228599.0,TravisCMS,1,1330,1104,1006,0,Be wise  immunize! “@TravisCMS: Measles making a comeback in #Texas http://t.co/mj94Nhxq1X. Protect yourself      ,0
429093936016027648,0.6666666666666666,3,-1,5.63e+17,Bill_d1,194279754.0,None,0,760,812,1714,0,Rand Paul is pro choice in vaccines. Are you kidding me? I identify him with the lunatic fringe... #MeaslesOutbreak #vaccineswork       ,0
564102307495682048,1.0,3,-1,1.11e+17,nicky354,31556498.0,None,0,179,572,6675,0,Aww. Poor baby! Sabrinas HepB immunization. That the Dr. Originally effed up on! Effin Doctors!!!! (@ Minute Clinic) http://t.co/71kMQsC   or motor vehicle accidents.     ,0
576480791611363328,1.0,3,1,5.63e+17,KayyMott,244160105.0,None,1,444,559,21256,0,Vaccinate your damn kids! Stop endangering your own kid as well as other because of your poor  uneducated decisions!!!      ,0
414428533185064960,1.0,3,0,5.8e+17,HngOver,69051618.0,None,0,311,383,48348,0,#Superbug RT @DRUDGE_REPORT: Killer #measles targets #Ebola ravaged #Liberia ... http://t.co/YEoH6LEjWf       ,0
435638533626540032,0.6666666666666666,3,1,5.65e+17,50nsexy2014,2880084329.0,None,1,3008,525,200342,0,The 1986 National Vaccine Injury Act prohibited ppl from suing vaxx manufacturers  health agencies and workers. Why was that necessary?      ,0
385420388114911232,0.6666666666666666,3,-1,5.03e+17,juliasberle,33951066.0,iJesseWilliams,0,1079,1001,6180,0,@iJesseWilliams #CDC lied and hid data that black boys have an 340% uncreased risk of developing autism after MMR #CDCwhistleblower help!?!?       ,0
563777109449920512,1.0,3,1,4.67e+17,tinabaylocq,49663325.0,mandystadt,0,927,328,18371,0,“@mandystadt: Why isn't #cancer trending? They cured fucking cancer.” #measles       ,0
456835341245095936,0.6666666666666666,3,-1,5.74e+17,50nsexy2014,2880084329.0,None,0,3009,525,200351,0,Congressman Blasts #CDC for Incestuous Relationship with #Vaccine Makers http://t.co/2B6UEQSeia via @httpstwittercomnsnbc”@MikeSchlossberg       ,0
563135412747513857,0.6666666666666666,3,-1,5.61e+17,mattconte,13178112.0,None,0,1159,796,9814,0,"OH: ""I love the bitter irony that the measles outbreak started at Disneyland. It's like a Simpsons episode.""       ",0
565194183573381121,1.0,3,-1,4.9e+17,ColumbusCP,63964871.0,None,0,1501,11,197836,0,End of measles outbreak could be in sight: The end of the measles outbreak could be in sight with the last... http://t.co/8cfaW550NV       ,0
446040150356029440,1.0,3,1,5.78e+17,PatrickGarrigan,16540108.0,None,0,1276,3136,8646,1,"Fauci on measles: The risk of the disease is infinitely higher than the risk of the #vaccine. #atlantichealth @Atlantic_LIVE   arthritis  or cancer.. thank u for wasting my time.""    ",0
393432411574259713,1.0,3,1,4.57e+17,anjoola_,31340600.0,1437x,0,391,133,2734,0,@1437x the mmr calibration is retarded       ,0
575743721892769792,1.0,3,0,3.38e+17,IamJovern,322018693.0,MiaMacx3,0,368,1207,18783,0,@MiaMacx3 There having a contest on mmr called she twerks hard for her money we should have went to birth wildwood!       ,0
566731617637765120,0.6666666666666666,3,0,5.9e+17,thynctank,10951172.0,None,0,687,803,38619,0,"Props to the writers of Daredevil for calling out ""idiot parents"" for their refusal to immunize with MMR       ",0
245552826732904448,0.6666666666666666,3,0,5.63e+17,andranigian,38119874.0,None,4,241,987,5095,0,The right wing hysteria that illegals are the reason for the measles outbreak is absurd. Put the blame where it belongs. #JennyMcCarthy       ,0
607903028226572289,1.0,3,-1,2.95e+17,Bryant_Life,391612632.0,None,0,834,624,1546,0,“@KING5Seattle: Traveler with measles passed through Sea-Tac Airport Jan. 18 - people may have been exposed: http://t.co/pkUaIwWW” awesome       ,0
591010893292503040,0.6666666666666666,3,0,5.62e+17,rbnstyle,141037610.0,None,0,3130,2849,28285,0,My sons problem isn't a free measles vaccination as a kid  it's finding a psychiatrist for his Aspergers Autism)who will take SSI      ,0
566847421817159681,0.6666666666666666,3,1,6.72e+17,FreePourDonnie,37321638.0,None,0,1400,824,40117,0,Bacc at it like a jack rabbit..... #OneNiteOneMicOneCity #sessions #mixing #mastering #indie #MMR… https://t.co/ofmsamLYht       ,0
722806506773749762,1.0,3,0,3.77e+17,TheKatieduke,628628464.0,None,3,23787,3282,53271,0,Parents who DON'T vaccinate their kids. Table open for discussion . (I have a pt with measles today btw) Smdh       ,0
459393966366928896,0.3333333333333333,3,-1,2.94e+17,Boston_CP,70291924.0,None,0,2843,26,474001,0,Vt. bill would give immunity for some 911 OD calls: MONTPELIER  Vt. (AP) — Key law enforcement and health officials... http://t.co/cWBwG2Zg      ,0
504962704743096320,0.3333333333333333,3,-1,4.69e+17,skipper0727,372357273.0,None,0,251,1010,2620,0,"@UberFacts: On average, people who complain live longer -Releasing this tension increases immunity and boosts their health.AKA ThunderFans       ",0
561390444979159040,0.6666666666666666,3,1,4.07e+17,sorrymckenzie,18570045.0,SerrosLetEmKnow,0,2075,747,213989,0,@SerrosLetEmKnow @xokarinaa_ measles*       ,0
563562767022428160,0.6666666666666666,3,1,5.58e+17,abc7marccr,913664130.0,None,105,7462,968,18642,1,Now 62 #measles cases in California; at least 42 linked to #Disneyland &amp; California Adventure; UPDATE @ 6:30am @ABC7 http://t.co/Hirq7L07tD       ,0
476889122796105728,0.6666666666666666,3,1,4.65e+17,Electricjim215,299163057.0,PierreRobert933,0,32,494,7665,0,@PierreRobert933 @933WMMR MMR-B-Q 2014 http://t.co/ZG9mF14lMu       ,0
504854799603744768,1.0,3,0,3.03e+17,PLEASuRE_4dhaiz,27776373.0,None,0,1733,601,93221,0,“@DibiasiMB: #NEW @DibiasiMB STARTED FROM THE BOTTOM FREESTYLE #MMR http://t.co/CrMlG6w6 on #SoundCloud”       ,0
562996305312907265,1.0,3,-1,3.43e+17,DenverCP,70381121.0,None,0,2782,18,360015,0,Colorado's first case of measles since 2006 confirmed: The first case of measles in Colorado since 2006 has been... http://t.co/q9nsEIqraT       ,0
496039298739994625,0.3333333333333333,3,-1,6.22e+17,Mappaveli,844173222.0,None,0,206,239,9115,0,Youtube : Bill Gates Vaccine population control. It ain't safe ya assss       ,0
581081791559254016,1.0,3,1,5.53e+17,jorgesaldana,16093491.0,None,0,210,1148,3256,0,#Measles #Disney California Adventure. @ Disneyland-California Adventure Park http://t.co/IuyNTqvPc6       ,0
562866299744043008,1.0,3,0,3.68e+17,FortWorthCP,64217534.0,None,0,1931,5,156283,0,Measles found in Tarrant County: A parent and child were diagnosed with the disease and officials are searching... http://t.co/KDChgkqHlF       ,0
561294937900478465,0.6666666666666666,3,0,1.63e+17,SaraHennessey,107175350.0,None,0,865,312,3275,0,Who knew you needed so many shots to be a med device rep?! TB  Flu      ,0
562696239624773633,1.0,3,1,9.92e+16,10549,17462950.0,None,0,94,128,7120,0,Free Immunizations for Children Offered http://bit.ly/pSYjsm via http://outside.in/10549       ,0
778971667385069568,0.6666666666666666,3,1,1.69e+17,PastelxBrilloso,53341169.0,None,0,434,335,45536,0,#SexFacts Sex is known to produce health benefits like stress reduction  weight loss      ,0
553268309328535552,1.0,3,1,5.77e+17,Joseph_Santoro,19123904.0,None,4,18642,20505,161038,0,German biologist who offered €100 000 to anyone who could prove that measles is a virus ordered by a court to pay up! http://t.co/pMRHcGRIJ9      ,0
721301369148334080,0.6666666666666666,3,-1,4.79e+17,KassyMDee,278298450.0,None,0,216,137,24331,0,C'mon people! Vaccinate your kids.       ,0
521272397593600000,0.6666666666666666,3,-1,4.44e+17,MelodyButler,31325104.0,None,0,1954,3086,12276,0,The pic that'll impress my kids the most @dennisogbe #paralympian @UNICEF #polio advocate #instacorps #vaccineswork http://t.co/LNXcFoe89l       ,0
419590579337428992,1.0,3,1,4.84e+17,AntMoOAK,15846006.0,None,0,93,320,10012,0,Can you say #overbooked ? #GoingBackToBed @ California Department of Public Health - Immunization Branch http://t.co/o8LvHTllyt       ,0
607904891458052096,0.6666666666666666,3,-1,5.62e+17,colonialdude,205971284.0,None,0,7876,7847,244506,0,“@kmovnewsfeed: White House: Science indicates parents should vaccinate kids http://t.co/ZijVECqpWp #kmov #News4StLouis”       ,0
