id,tweet,label,label_num
1.32586E+18,itvnews the #coronavirus vaccine has been approved by nazi butcher josef mengele and the uk's press are pushing it as well as pushing the #cashlesssociety plan for #greatreset itn are as guilty as boris in this crime against humanity,AntiVax,1
1.32586E+18,good news very good night leaders hail pfizer announcement in covid vaccine development,ProVax,0
1.32586E+18,good news coming out of immunitybio and nantkwest for #covid #vaccine but overshadowed by #pfizer data released on same day timing and perception is all important when delivering news,ProVax,0
1.32587E+18,anti-vaxxers in replies got me rolling like how are you so stupid to not believe in vaccines need natural selection,ProVax,0
1.32587E+18,imagine if the new covid vaccine has a side effect of making people infertile #depopulationagenda,AntiVax,1
1.32587E+18,gbp usd pushing against amid upbeat covid vaccine reports #gbpusd #currencies,Neutral,2
1.32588E+18,best news of the year so far well at least for the last weeks one of the many vaccines against #covid being developed and looking extremely positive we can start to see the light for,ProVax,0
1.32588E+18,macroaggressio you hear vaccine and warp speed negative combo look at the mmr vaccine doing to our children covid vaccine changes your dna laminin cross protein,AntiVax,1
1.32589E+18,#bidenharris election and now perhaps the solution to the covid plague lets finish this with a hope we had lost #covid #pfizer #pfizervaccine #hope,ProVax,0
1.32589E+18,over my dead fucking body will i take a vaccine or anything else from this administration hell no,AntiVax,1
1.32589E+18,they say the vaccine will be tested on animals then i wont take it never leave animals alone test it on humans they are the ones who have the covid,AntiVax,1
1.3259E+18,i dont care who tf you voted for if this goes through the proper scientific medical procedures like every other vaccine we take and is backed by science and scientists dont fight it we all should be happy with this news,ProVax,0
1.3259E+18,these dems balked at a coronavirus vaccine under trump will they change their tune now #foxnews i trust trump i don't trust the democrats,Neutral,2
1.32592E+18,this is what i call a good news week pfizers covid vaccine was declared to be per cent effective,ProVax,0
1.32592E+18,good news pfizer covid vaccine pc efficient in part,ProVax,0
1.32594E+18,if it's true that pfizer have developed a vaccine for covid then i hope that i am the pfirst to pfuckin get it #pfizervaccine #covid #vaccine #funny #comical #justsaying #gusman,AntiVax,1
1.32598E+18,sounds about right don't take any vaccines,AntiVax,1
1.326E+18,bother is profsof different sections who tell public all about stats re coronavirus how its dealt withtheir boring of little interesti am not criticising just to do it it is facts people will understandrushed vaccines arent answer scientists know it but will they admit it,AntiVax,1
1.32602E+18,thank god good news come pfizer vaccine trial success tells covid pandemic battle end soon via #secondlockdown #covidvaccine #coronavirus #covid #biharelection #bihar d,ProVax,0
1.32604E+18,why would any nation force an untested no liability vaccine on its people for a virus with a recovery rate it simply doesn't make sense for public health it only makes sense if the motive is profit,AntiVax,1
1.32604E+18,trump says pfizer withheld announcement on covid vaccine before election,Neutral,2
1.32606E+18,i aint takin no vaccine man,AntiVax,1
1.32609E+18,very hopeful about this covid vaccine,ProVax,0
1.3261E+18,good news from pfizer and biontechgroup about a possible #covid vaccine candidate kudos to everyone on this #worldscienceday who work tireless to help combat the pandemic,ProVax,0
1.32611E+18,not a good practice not good for public trust in vaccines however scientific press releases seem to be good for the stock market,Neutral,2
1.32613E+18,tiny bottle holds hope for humanity's future with million coronavirus vaccines coming,ProVax,0
1.32613E+18,coronavirus vaccine testing timeline whats next in covid fight,Neutral,2
1.32614E+18,happy vaccine day,ProVax,0
1.32617E+18,the coronavirus is effective but they dont have a clue about long term effects of the vaccine yeah no thanks,AntiVax,1
1.32618E+18,sensibilisfella covid has a survival rate which makes a vaccine pointless figuring out that covid is an artificial crisis that has been exploited by globalists is the only cure,AntiVax,1
1.32621E+18,in the news skepticaliddoc is skeptical dr gerald evans comments on pfizer's early results from it's coronavirus vaccine trial suggesting a per cent efficacy rate at preventing covid,Neutral,2
1.32623E+18,to travel is the reason why you're so so happy that vaccine for coronavirus is out,ProVax,0
1.32676E+18,what a covid vaccine would mean for mortgage rates and the housing market,Neutral,2
1.32682E+18,science fraud covid vaccines were manufactured and stockpiled by the military long before they were tested and approved truth,Neutral,2
1.32885E+18,im not an anti-vax but im nervous to get ellamae her regular vaccination with this covid vax coming out since theyve slipped shit in without telling me before,AntiVax,1
1.32905E+18,some light of hope #coronavirus #coronavirusvaccine pfizer and biontech say their vaccine is effective and has passed safety checks,ProVax,0
1.32905E+18,fuck yes that's effective vaccines in under months science is grand,ProVax,0
1.32905E+18,it's pretty amazing one immunologist said pfizer and biontech reported that their coronavirus vaccine is percent effective,ProVax,0
1.32906E+18,this is very promising news oh and this was not trump but a global effort with unprecedented sharing of information by scientists to develop vaccines this quickly tip of theto #science #vaccines #covidalert #covid #pfizer,ProVax,0
1.32906E+18,fuck you and the covid vaccine i dont trust nothing,AntiVax,1
1.32908E+18,i am going to drink the coronavirus vaccine,ProVax,0
1.32909E+18,dolly partons million donation helped fund modernas covid vaccine,Neutral,2
1.32909E+18,nah fr fuck that shit i dont want no flu shot coronavirus vaccine none of that,AntiVax,1
1.3291E+18,leahbutlersmith we dont need a vaccine we have regeneron as a treatment,AntiVax,1
1.32921E+18,worried about hypothetical long-term effects of a vaccine you know what has real long-term effects including death covid,ProVax,0
1.32922E+18,this is the vaccine that's so unstable that it has to be kept at super sub-zero temperatures right if the dissemination of the vaccine is supervised by any trump admin functionaries thanks but no thanks i'll wait for the moderna vaccine,ProVax,0
1.32968E+18,bishopoftyler moderna vaccine is not morally produced #covid #coronavirus #bioethics #vatican #catholicchurch,AntiVax,1
1.33128E+18,investors are encouraged by the latest progress on developing coronavirus vaccines and news that the transition of power to president-elect joe biden will finally begin,Neutral,2
1.33237E+18,us officials plan to release million covid vaccine doses in first distribution,Neutral,2
1.33244E+18,had a chat to a bloke from orange now in new york who was the first to question the oxford-astrazeneca vaccine the world followed,AntiVax,1
1.33278E+18,i knew the opposition's shrieking over the vaccine was just another manufactured scandal meant to distract,Neutral,2
1.33431E+18,rt secazar rt hhsash it's not too late to get your #fluvaccine the #flu vaccine protects you your loved ones your community from flu it also helps protect essential workers save medical resources for care of #covid patients visit to find,ProVax,0
1.33446E+18,they'll not get the same vaccine as everyone else,AntiVax,1
1.33447E+18,coronavirus live updates the uk has approved the pfizer biontech covid vaccine for emergency use via huffpost,Neutral,2
1.3346E+18,presidents obama bush clinton are volunteering to get their covid vaccines on tv with a national broadcast to promote public confidence in the vaccine's safety sort of like the super bowl of vaccine game what musical group should perform at time who shud announce,Neutral,2
1.33461E+18,why's twitter censorship of #tweets of #toriesout happening after once again conservatives was caught lying about #covid vaccine where's the fact checker you used on realdonaldtrump in #elections #toriesenemyofthepeople #toryscum #nomorecoverups,Neutral,2
1.33503E+18,bahrain becomes second nation to approve pfizer-biotech coronavirus vaccine via sbsnews,Neutral,2
1.33579E+18,this is an outstanding initiative and one that is urgently needed in ontario's #ltc sector in anticipation of the arrival of the #covid vaccine cc drfullertonmpp advantageont oltcanews allankgrillmd noahivers drsamirsinha bogochisaac lisalevin dldunc onltcc,Neutral,2
1.33608E+18,south korea has been a leader in mitigating #covid #sarscov #coronavirus spread but as with any virus without the elimination threshold you are always a few weeks away from trouble the abcs of prevention and the #vaccine need to go hand in hand to beat this #pandemic,ProVax,0
1.32567E+18,its an inactivated vaccine the safest easiest cheapest mode of a vaccine it will work as the virus is not mutating but the west is banking on unknown methods mrna adenoviruses which will also have a greater price tag and thus more profits for its proponents,ProVax,0
1.32567E+18,realdonaldtrump where is the vaccine have we turned the corner yet it seems the only thing magically disappearing one day is you,Neutral,2
1.32567E+18,if you are an antivaxxer i hate you personally covid is a fine example of why we need vaccines we dont have one for it and look at how many people are sick dying and dead antivaxxers are a public health threat and a menace,ProVax,0
1.32567E+18,the latest edition of the weekly newsletter with my initial thoughts on the elections the effectiveness of the first covid vaccines the story about million minks being gassed in denmark and more sign up if you'd like,Neutral,2
1.32568E+18,iloilo city eyes p-million fund to purchase covid vaccines,Neutral,2
1.32569E+18,#janandolan let's be responsible and follow #covid appropriate behaviour till the vaccine is made available wear a #facemask maintain #socialdistancing frequently wash hands with soap water #staysafe and #stayhealthy #indiafightscorona #unitefightcorona,ProVax,0
1.32569E+18,inside the operation warp speed effort to get americans a covid vaccine minutes #schoolshooting,Neutral,2
1.32572E+18,during the meeting foreign secretary harshvshringla assured president solih of india's continued support to the maldives in the entirety of the post-covid recovery phase and apprised him of #covid vaccine-related developments,Neutral,2
1.32574E+18,vaccines can cause your body to attack itself for example reproductive organs right there you've added months to the testing required to know if a vaccine is safe to widely deploy covid is not an existential risk to society a rushed vaccine could be don't rush it,AntiVax,1
1.32577E+18,haha bears are going to be obliterated today remember all those retards who kept saying we've never been able to create a vaccine against a coronavirus it's impossible get fucked today you absolute idiots,ProVax,0
1.32577E+18,pfizer says early analysis shows its covid vaccine is effective,Neutral,2
1.32577E+18,i hate to nitpick but would suit me better tbh #covid #vaccine,AntiVax,1
1.32577E+18,this is huge pfizer and biontechs covid vaccine found to be effective via ft,ProVax,0
1.32577E+18,this sounds encouraging pharmaceutical firm pfizer has announced that interim findings from its covid vaccine study showed the jab to be more than effective in preventing the disease,ProVax,0
1.32577E+18,i think i will wait until it is effective and safe thanks #covid #vaccine,AntiVax,1
1.32577E+18,i shat on people who said a vaccine was close but if this is true this is absolutely fantastic news just make sure if youre vulnerable take it if youre an anti-vaxxer then you deserve everything thats coming to you,ProVax,0
1.32578E+18,bogochisaac years no coronavirus vaccine i'll pass on the fixed fast-tracked one moderna pfizer and astrazeneca-do not require that their vaccine prevent serious disease only that they prevent moderate symptoms which may be as mild as cough or headache,AntiVax,1
1.32579E+18,i'm not a big conspiracy person and honestly everyone who denies the coronavirus existence can go fuck themselves but it do be a bit sus when a day after biden is elected president two separate companies announce a covid vaccine that is over effective :/,AntiVax,1
1.32579E+18,i was skeptical about the possibility of #covid #vaccine but of effectiveness in prevention could be an impressive starting point waiting to know the burden of #ae pfizer #update albert bourla discusses covid vaccine efficacy results pfizer,ProVax,0
1.3258E+18,if a covid vaccine is more than effective its up there with other potent vaccinations across all age groups including kids the flu vaccine prevented of flu cases between source below so ill take my chances with the,AntiVax,1
1.32581E+18,btw for you anti-vaxxers weirdos this isnt the final vaccine but this had exceeded the fdas effectiveness target which was proposed this is the first n initial vaccine which then will pave the way for more effective vaccines to come in terms of safety n potency,ProVax,0
1.32582E+18,no way im letting that mass murderer bill gates inject me with a vaccine that will actually kill millions and implant microchip tracking devices into us all i like to let my phone and social media track me instead,AntiVax,1
1.32583E+18,will you refuse the pfizer vaccine even if it means losing your job #vacccine #billgates #pfizer #covid #covid #coviduk,Neutral,2
1.32584E+18,wow the vaccine is less effective than the natural recovery rate of if it's not effective why do we even need it for a disease that has mild or no symptoms for most people #covidfascism #covidscam #covidhoax #covid #covid #chinavirus #coronavirus,AntiVax,1
1.32584E+18,never related to a tweet so much in my life fuck the vaccine,AntiVax,1
1.32587E+18,what a good day today has been breakthrough with a covid vaccine and now this happy fucking days,ProVax,0
1.32587E+18,therealdoctorm ok but then why are you promoting this vaccine elsewhere in your tweets a confident phase iv is at minimum years rna can enter into other metabolic pathways than the one involved in your ribosomes #vaccine #sarscov #covid,AntiVax,1
1.32587E+18,us coronavirus new infections are soaring in states but theres a bit of good news with a vaccine,ProVax,0
1.32587E+18,i dont care who is in office im not taking a rushed vaccine period,AntiVax,1
1.32587E+18,vaccine hopes some good news today in the battle against #covid pfizer says early vaccine test data suggests the shots may be effective at preventing the illness,ProVax,0
1.32587E+18,i refuse any and all vaccines i do not believe in them god determines when i will leave this life not a vaccine that has untold side effects that can be far worse than covid itself i love and praise my savior,AntiVax,1
1.32588E+18,the first effective coronavirus vaccine can prevent more than of people from getting covid a preliminary analysis shows the developers pfizer and biontech described it as a great day for science and humanity bbc,ProVax,0
1.32588E+18,who cares a vaccine is coming out,ProVax,0
1.32589E+18,the good news on the pfizer vaccine gave a boost to partner biontech #bntx stock as well and the #billionaires behind it #covid via giacomotognini forbes,ProVax,0
1.3259E+18,i was still revelling in the wonderful novelty of good news joe biden winning the us presidency and the prospect of a covid vaccine in quick succession and then john major suggests that we have not just one more referendum on independence but two,ProVax,0
1.3259E+18,do mrna covid vaccines permanently alter human dna and target chromosome causing cancer and dementia etc busydrt drwakefield mercola drjoshaxe delbigtree,Neutral,2
1.3259E+18,so everyone cheering for this pfizer vaccine is frightening not all drugs vaccines are bad but reallya covid vaccine developed in a few months not a chance,AntiVax,1
1.32593E+18,im not taking a fucking vaccine,AntiVax,1
1.32597E+18,i think we can all agree that as a whole has sucked but this thread represents some very good news and pushes hope as always please don't take this or any news about a vaccine as gospel we still have a ways to go but today is a good day #vaccine #covid,ProVax,0
1.32598E+18,mrstache i'm not opposed to the vaccine for covid or any vaccine made by a free nation and properly tested then released every credible scientist will tell you a safe vaccine takes years to develop i am very opposed to a rushed half baked corrupt liberal vaccine made by communist,AntiVax,1
1.32599E+18,people get cure by own immunity we need vaccine which will be effective,AntiVax,1
1.32599E+18,sa totoo lang the virus came from chn i wouldn't trust any vaccines they deliver or provide right away it's kind of scary,AntiVax,1
1.326E+18,covidoversight repaoc these are lies coronavirus vaccine is already out it is being given at this time to hospital workers my doctor at my local va had to get it as a condition of being brought back to work when we opened up fla after chinese coronavirus plague,Neutral,2
1.32603E+18,after reading this imo this vaccine has not been tested enough or long enough for me to want to take it i'll pass pfizer and biontech announce vaccine candidate against covid achieved success in first interim analysis from phase study pfizer,AntiVax,1
1.32606E+18,billion people in china and no vaccine neededamazxing #vaccinenotneeded fuking joke drug companies #wtfu,AntiVax,1
1.32608E+18,me i refuse to take the mark of the beast covid vaccine democrat but you won't have a choice in the matter me whaddaya mean i won't have a choice in the matter my body my choice,AntiVax,1
1.32608E+18,fuck the coronavirus vaccine i wont be having it its seems well dodgy,AntiVax,1
1.32608E+18,i ain't having no covid vaccine until i see the millions of others who need it more than i do come away with absolutely no serious side affects,AntiVax,1
1.3261E+18,time to consume vaccine,ProVax,0
1.32612E+18,nataliefoskett nigelkellow thespacepirate i have serious lung disease and i will take it if my doctor recommend it sorry natalie we disagree on this no vaccine is safe to everyone and if you take covid and you knew you could have had the vaccine where does that leave your family then,ProVax,0
1.32613E+18,no thanks bill gates says pfizer has best shot at early covid vaccine via nypost,AntiVax,1
1.32613E+18,same vibes seriously good news about a vaccine though,ProVax,0
1.32614E+18,sciencecohen if on has the super-cold transport storage the vaccine which is based on a novel technology that uses synthetic mrna to activate the immune system against the virus needs to be kept at minus degrees celsius f or below,Neutral,2
1.32614E+18,robertspalding not complaining about the vaccine but denmark is culling million mink because the wuhan coronavirus has mutated and can jump from minks to human is this vaccine going to work with a mutating virus doubtful i will take vs god knew what he was doing,AntiVax,1
1.32614E+18,nigelkellow hypnotik why no vax covid is not a hcid the survival rate is the last coronavirus pandemic the virus evolved to be less harmful not more then vanished t cell immunity lasts between years so why bother i am not going to have an rna vaccine changing my dna,AntiVax,1
1.32615E+18,this isnt about #covid covid was the push needed to get genetic-based vaccines among the population to advance this unknown science of #nanoparticles in the human body we are the guinea pigs essentially,AntiVax,1
1.32615E+18,realdonaldtrump please don't use the tragic of #covid or the #vaccine por #political reazons tank you,Neutral,2
1.32619E+18,tinkerchip matthaig they have been working on coronavirus vaccines for years so please don't confuse the genuinely ignorant with sceptical,ProVax,0
1.3262E+18,isnt it strange that the #covid #vaccine must be kept at minus at the point of delivery why must this particular vaccine be kept so cold i'm sure this dna changing juice is very special,AntiVax,1
1.3262E+18,covid vaccine could be ready for rollout next month says hancock how about rolling out the flu vaccine hancock #vaccine #bs #coronavirus,Neutral,2
1.32621E+18,and you want this dodgy vaccine here in no thanks,AntiVax,1
1.32622E+18,i will not i repeat i will not receive this vaccine until i see all government officials get one first,AntiVax,1
1.32624E+18,with all due respect mr prime minister me and my children are not guinea pigs and we will not be having the vaccine,AntiVax,1
1.32674E+18,coronavirus vaccine could be ready for all americans by april fauci says,Neutral,2
1.32704E+18,important question when and in what way would those in placebo arm of successful vaccine study be identified and allowed to get active vaccine its complicated,Neutral,2
1.32832E+18,a second coronavirus vaccine has been proven to work as us pharmaceutical company moderna today revealed its jab is per cent effective but the uk hasn't bought any of it early results from the company's final stage of clinical trials bring another landmark success,ProVax,0
1.32867E+18,moderna mrna vaccine developed for covid yielded efficacy in early results of the phase cove trial who were covid pos were in a placebo group and that patients were in the mrna vaccine group,Neutral,2
1.32906E+18,pfizer announced more results in its ongoing coronavirus vaccine study that suggest the shots are effective,Neutral,2
1.32907E+18,fuck it vaccine around the corner abbott prolly,ProVax,0
1.32907E+18,so we now have mrna vaccines with an almost efficacy in under a year amazing now to the challenge of distribution and vaccination #vaccines #pfizer #moderna #covid #covid,ProVax,0
1.32921E+18,realdonaldtrump if you want credit for the covid vaccine how about working with the newly elected administration on a roll out plan,Neutral,2
1.32922E+18,lol the va sent me an email with a link to volunteer for covid vaccine trials no thanks chief i got pumped full of shit i still don't know the name of back in the s try it out on a politician,AntiVax,1
1.32957E+18,justintrudeau you can't even get flu shots to citizens flu shot can't be found in ontario any where now you can't agree with your cabinet minister on how many covid vaccines are ordered do you have the ability to organize anything for the people of canada your a joke,Neutral,2
1.32983E+18,estupido puerto riqueno lambe fundillo de trump we should name the covid virus after trump no the vaccine because he infected the entire country with lies corruption and conspiracy theories and our country is sick now because of him f-u geraldo baboso geraldorivera,Neutral,2
1.32983E+18,great talk that offers up a creative approach to research and development that could ensure vaccines are rolled out fairly efficiently and at a global scale,ProVax,0
1.33077E+18,facebook executives are planning a major push to encourage users to take a coronavirus vaccine as well as incentivising people to share content related to the paris climate agreement next up renewed conservative allegations of bias and partisanship,Neutral,2
1.33159E+18,covid vaccine for citizens will meet all scientific criteria says pm via namo app,Neutral,2
1.3316E+18,pfe bntx mrna us aims to release m covid vaccine doses in first tranche reuters great dividend stock buy pfe,Neutral,2
1.33245E+18,dr siegel covid vaccine side effects are transient compared to severe virus symptoms,ProVax,0
1.33381E+18,were making history moderna will apply for emergency fda vaccine approval read this article to find out more covid news live updates the new york times,ProVax,0
1.33462E+18,mmpadellan getting the covid vaccine for me and my little family happy,ProVax,0
1.33533E+18,covid vaccines may be less effective for racial minorities suggest computer scientists,Neutral,2
1.33637E+18,a new episode of the #bigtechpodcast drops this thursday with guest profheidilarson to discuss the #covid vaccine with host taylorowen subscribe here or wherever you listen,Neutral,2
1.33651E+18,centre introduces co-win app to self-register for covid vaccine via eorganiser,Neutral,2
1.32567E+18,this is why i have no faith that in covid vaccines covid only harms those with compromised immune response the very same people for whom vaccines don't seem to work because their immune system isn't working properly,AntiVax,1
1.32567E+18,in malaysia eu's possible #covid support through who could focus on information management and data covid vaccines risk communication and community engagement,Neutral,2
1.32567E+18,kirstiealley this is the th coronavirus to hit humans we never developed a vaccine for the previous most vaccines take years to develop big pharma is protected from an injury death you might experience from the first test vaccine #covidhoax drmichaelbb drbuttar tonyrobbins,AntiVax,1
1.32568E+18,astrazeneca covid vaccine production starts in australia reports say,Neutral,2
1.3257E+18,care homes to be first to receive coronavirus vaccine that could roll out before christmas,Neutral,2
1.32571E+18,#covid vaccine is here,Neutral,2
1.32571E+18,see this is a better headline than a week later i felt sick because it reflects her actual experience and attitude rather than implying the vaccine causes illness my covid vaccine trial why i'm volunteering for the next phase,ProVax,0
1.32577E+18,considering the fact that the usual seasonal flu vaccine is only about effective if this is true it definitely seems like there is hope,ProVax,0
1.32577E+18,pfizer says early analysis shows its covid vaccine is effective pfizer says early analysis shows its covid vaccine is effective,Neutral,2
1.32577E+18,this is exciting effectiveness is much better than expected at this stage expect the market to explode today also expect the outgoing president to say that releasing this information now is a conspiracy against him #covid #vaccine,ProVax,0
1.32577E+18,more good news on vaccines,ProVax,0
1.32577E+18,a huge step forward in the search for a vaccine giving some hope to many the anti-vaxxers who have no research or arguments can fuck off,ProVax,0
1.32578E+18,say what you will about the trustworthiness of this vaccine and honestly id be very skeptical about taking something thats been rushed through in a few months but if it means we get back to ewood to watch hms piss the league set sail ill jump on board #gettofuckcovid,AntiVax,1
1.32578E+18,i'm still not getting a covid vaccine this early in development,AntiVax,1
1.32578E+18,shove ur vaccine up ur arse i trust my immune system,AntiVax,1
1.32579E+18,great news and achievement on a #vaccine for #covid however give it five minutes and wait for the nutjobs and anti-vaxxers appearing on the news arguing it contains a bill gates chip or some shit because balance #pfizer,ProVax,0
1.32579E+18,eh no thanks to vaccine,AntiVax,1
1.32581E+18,the only effective covid vaccine is abstinence,Neutral,2
1.32581E+18,ok so a #covid vaccine is ready when it gets to give it around months for public distribution i feel that the election result is starting to change things for the better please people do not take your eyes away from trump and,AntiVax,1
1.32581E+18,just think before you refuse to have the new covid vaccine a do i give a fuck if my family die b do i give a fuck if any of my neighbours die c am i a member of the human race if you reply no to the first two questions then i suggest you emigrate to north korea,ProVax,0
1.32582E+18,pfizers covid vaccine is exciting please friends understand that effectiveness of a single disease vaccine is pretty bad polio has and measles according to cdc data analogously effectiveness is failing more times then youll roll nat on a d roll,AntiVax,1
1.32582E+18,hopefully the covid vaccine is accessible to all people on american land,ProVax,0
1.32582E+18,nema most of my retired teacher substitutes are not returning until there is a safe vaccine we are older with compromised immune systems this was in todays lexington herald leader,ProVax,0
1.32582E+18,fuck you pfizer why not release such exciting news before the election what you are doing is not saving lives as much as possible making vaccines a political weapon,Neutral,2
1.32586E+18,i want this vaccine in my veins rn,ProVax,0
1.32586E+18,fuck the effective coronavirus vaccine i want tesla tequila,AntiVax,1
1.32586E+18,the immune system already works against covid aka seasonal flu unless you're a lazy overweight slob the vaccine will give you an auto-immune disease if you take it,AntiVax,1
1.32587E+18,govmurphy the same dr fauci that said that the majority of these positive covid cases are nothing more than false positives the campaign to get people to take that poison vaccine will fail thank goodness in you're up for re-election #votemurphyout,AntiVax,1
1.32588E+18,dont give a fuck wont be taking any vaccine,AntiVax,1
1.32588E+18,ill take my chance with miss coronavirusno dna altering vaccine going into me,AntiVax,1
1.32589E+18,me faking an underlying health condition so i can bag a vaccine first #covid #covidvaccine #spurs #jose #meme #vaccine,ProVax,0
1.32589E+18,skynews do not be fooled all #covid vaccines are poison we will not be vaccinated against our free will with covid poison vaccines this is a fake pandemic #nopoisonvaccines #jailwhitty #covidhoax #refusepoisonvaccines #covidhoax #nwo #vaccineterrorism #humanrightsabuse,AntiVax,1
1.3259E+18,anyone who would actually get a coronavirus vaccine wether it was or effective is fucking mad,AntiVax,1
1.3259E+18,i think this is a contextual statementbut i agree with it i think my answer might change if i was considering whether my yr mom should take it but appears that not taking it is much better option for younger people the less dependent our bodies are on vaccines the better,AntiVax,1
1.32592E+18,ontario developing plan for fair and equitable covid vaccine distribution,Neutral,2
1.32592E+18,good news that pfizer announced covid vaccine breakthrough life will be normal soon breakthrough without federal funding pls congratulations to all scientists who worked to produce this vaccine,ProVax,0
1.32592E+18,we hope to see vaccines landing in the early next year but between now and then its really really important that we double down on our efforts the prime minister said monday #covid,Neutral,2
1.32594E+18,oil blazes as much as higher after pfizer says its covid vaccine is effective business insider,AntiVax,1
1.32596E+18,makes me laugh people saying they wont take a vaccine developed by scientists in a lab but will take coke and pills off a dealer called kev dressed in trackies still riding a bike with teeth and kids no problem #covidvaccine #covid #coviduk,ProVax,0
1.32603E+18,this covid vaccine is looking promising hoping for a far more positive start to than this clusterfuck of a year #vaccine #covid,ProVax,0
1.32604E+18,god fucking dammit i hope this vaccine is for real,ProVax,0
1.32608E+18,people now desperate to take the vaccine which by there own words the trials will not be finished until december so what is the government going to inject you with this december #coronavirus #vaccine,AntiVax,1
1.32612E+18,metro woman participating in covid vaccine trial optimistic about pfizers news,Neutral,2
1.32612E+18,brazil halts trials of chinese covid vaccine,Neutral,2
1.32614E+18,lmao i hope they make good use of this vaccine,ProVax,0
1.32614E+18,can't wait to get the covid vaccine in march april and watch the yellas clinch promotion from league two in the flesh,ProVax,0
1.32617E+18,im sorry i believe in science or whatever but theres no fucking way im gonna be first in line for one of those coronavirus vaccines lmfao good luck to whoever theyre gonna make the guinea pigs on that godspeed not me tho,AntiVax,1
1.32617E+18,ikr but im also not taking it im provaccine but not this one im not a guinea pig id rather get coronavirus honestly,AntiVax,1
1.32623E+18,the fact that we dont know how many got the vaccine placebo is worth being skeptical participants got sick out of k is how many exactly,AntiVax,1
1.32624E+18,anyone who gets any first wave of a vaccine is highkey a daredevil i'm not anti-vaccine but im also not stupid lol gotta test that shit out for atleast a minimum of years before i even think about getting it,AntiVax,1
1.32625E+18,lloyds is best bank for coronavirus vaccine bet says broker,Neutral,2
1.32702E+18,fauci covid won't be pandemic for a lot longer thanks to vaccines via nypost,Neutral,2
1.32734E+18,moulanaofficial the vaccine will not work unless the vaccine is developed according to the formula given by muhammad qasim #cagayanneedshelp #harry styles #pakistan army #happy diwali #coronavirus #covid muhammadqasim,Neutral,2
1.32745E+18,so realdonaldtrump actually threatened to not send #covid vaccines to ny that's genocide just fyi in case you are paying attention and care about fascism at all,ProVax,0
1.32773E+18,concern that there may be widespread refusal to accept covid vaccination many parallels to our current challengescan be found in a largely forgotten episode from brazilian history the vaccine revolt of,Neutral,2
1.32808E+18,how is gavi the vaccine alliance working to ensure the roll-out of a coronavirus vaccine is fair to all nations tomstandage asks gaviseth on the world ahead podcast,Neutral,2
1.32905E+18,no thank you the virus is safer than the vaccine,AntiVax,1
1.32905E+18,pfizer to start pilot delivery program for its covid vaccine in four us states,Neutral,2
